Date,Ticker,anomaly_flag,type,ret,ret_z,volz,range_pct,why
1981-01-28,AAPL,0,,-0.031250189240701776,,0.00492822471713671,,
1981-01-29,AAPL,0,,-0.036290260661945406,,1.0305729213968393,,
1981-01-30,AAPL,0,,-0.05439327180941522,,1.2699700779940415,,
1981-02-02,AAPL,0,,-0.057521937162875236,,-0.21573645561237925,,
1981-02-03,AAPL,0,,0.037558355259613485,,-0.6906790876916807,,
1981-02-04,AAPL,0,,0.036199322039481174,,0.18071076232091704,,
1981-02-05,AAPL,0,,0.0,,-2.5769580155760297,,
1981-02-06,AAPL,0,,0.004366746676595534,,-1.0522527495909417,,
1981-02-09,AAPL,0,,-0.052173939163580374,,-0.553551603496951,,
1981-02-10,AAPL,0,,0.0,,-0.3317320720219486,,
1981-02-11,AAPL,0,,-0.03211030838625262,,-0.9027175294363785,,
1981-02-12,AAPL,0,,-0.009478453841342493,,-0.7309727627783027,,
1981-02-13,AAPL,0,,-0.023923249392630797,,-1.2896833093387452,,
1981-02-17,AAPL,0,,0.02450959863324731,,-1.0412228585326022,,
1981-02-18,AAPL,0,,0.04306220365730118,,-0.11656834403588089,,
1981-02-19,AAPL,0,,-0.05963329735178091,,0.2714629417320697,,
1981-02-20,AAPL,0,,-0.053658409077720015,,0.5006489342200008,,
1981-02-23,AAPL,0,,0.015464036621162469,,-0.7350678754434256,,
1981-02-24,AAPL,0,,-0.03553323590177759,,-0.2439270921540828,,
1981-02-25,AAPL,0,,0.06315812345766614,,0.02303338267542768,,
1981-02-26,AAPL,0,,0.014851264624823557,,-1.3315502135748185,,
1981-02-27,AAPL,0,,0.03414658164291118,,-0.5003241914304348,,
1981-03-02,AAPL,0,,0.004717228957846542,,-0.9678828847483484,,
1981-03-03,AAPL,0,,-0.014084452444502849,,-0.09002091003511993,,
1981-03-04,AAPL,0,,-0.009524066295583333,,-0.4876399669585535,,
1981-03-05,AAPL,0,,-0.004807782668067473,,-3.592217389398386,,
1981-03-06,AAPL,0,,-0.009662018219870894,,-0.6212491169097752,,
1981-03-09,AAPL,0,,-0.07804862491243825,,0.26183410704856075,,
1981-03-10,AAPL,0,,-0.0476186994825869,,2.130326885425396,,
1981-03-11,AAPL,0,,-0.038889235263312893,,1.981344413100392,,
1981-03-12,AAPL,1,volume_shock,0.040462802717611046,,3.5524949328221154,,volz > 2.5
1981-03-13,AAPL,1,volume_shock,-0.011110942604634744,,5.531975400341736,,volz > 2.5
1981-03-16,AAPL,1,,0.03932533426283258,,0.9258383077032583,98.4126984126984,range_pct > 95
1981-03-17,AAPL,1,,0.04864856396457817,1.3497564632614025,1.0634879157639898,95.23809523809523,range_pct > 95
1981-03-18,AAPL,0,,0.06185579904847649,1.654311911153438,0.7480129131291866,90.47619047619048,
1981-03-19,AAPL,0,,-0.009708511526255181,-0.28393577578928136,0.7103123657484139,58.730158730158735,
1981-03-20,AAPL,0,,0.009803690771106321,0.24809728327828678,-0.5587160092327002,88.88888888888889,
1981-03-23,AAPL,0,,0.03883502769641933,1.0315846126480193,-0.006204840328025591,85.71428571428571,
1981-03-24,AAPL,0,,-0.004672748544347849,-0.1210103341862501,0.3131061929577178,38.095238095238095,
1981-03-25,AAPL,0,,-0.01877953362942486,-0.48622726349078826,-1.5011986988123907,87.3015873015873,
1981-03-26,AAPL,0,,-0.019139034889798623,-0.47421187566092904,-0.7025713744745435,49.2063492063492,
1981-03-27,AAPL,0,,-0.03414608845296008,-0.873203002679136,-0.6702756173880626,55.55555555555556,
1981-03-30,AAPL,0,,0.0,0.15371173275367905,-0.9397966885646252,93.65079365079364,
1981-03-31,AAPL,0,,-0.010100859664108675,-0.14116747938693278,-0.32915783673495447,93.65079365079364,
1981-04-01,AAPL,0,,-0.010204357973482403,-0.15137175966101307,0.5618247795812019,53.96825396825397,
1981-04-02,AAPL,1,spike,0.0876287880748785,2.7822142695844616,0.419099667815905,31.746031746031743,|ret_z| > 2.5
1981-04-03,AAPL,0,,0.004739506433915963,0.23837995757175165,-0.4042123303775977,31.746031746031743,
1981-04-06,AAPL,0,,-0.018867882536643177,-0.4454047102927796,-0.08366392405844539,39.682539682539684,
1981-04-07,AAPL,0,,-0.009615403310634818,-0.19537579903643482,-1.1466377569034638,42.857142857142854,
1981-04-08,AAPL,0,,0.048543702821240986,1.477170628963521,-0.1536977527485137,79.36507936507937,
1981-04-09,AAPL,0,,0.018518788672149178,0.5647128248200857,-0.878197129004106,19.047619047619047,
1981-04-10,AAPL,0,,0.013635927051401708,0.448829227258735,0.4639362408686354,15.873015873015872,
1981-04-13,AAPL,0,,0.0,0.041394560688726184,-0.46601826206701746,15.873015873015872,
1981-04-14,AAPL,0,,0.0,0.02516278751895882,-2.085756974421379,14.285714285714285,
1981-04-15,AAPL,0,,-0.04932723193536115,-1.4207616117902815,1.0916956481609679,26.984126984126984,
1981-04-16,AAPL,0,,-0.05660388606256295,-1.5820732800956658,0.4948843491559475,52.38095238095239,
1981-04-20,AAPL,0,,0.030000147443228986,0.9326903035540154,1.3034112902295971,41.269841269841265,
1981-04-21,AAPL,0,,0.06796146206730036,2.0659144248548147,0.9086482660138478,15.873015873015872,
1981-04-22,AAPL,0,,0.03636331466945397,1.0743134362843878,0.06141882622207003,7.936507936507936,
1981-04-23,AAPL,0,,0.026315915892478836,0.7784673143422031,2.2024745286751974,4.761904761904762,
1981-04-24,AAPL,0,,-0.008546952538197594,-0.20452190791314384,1.0726449348196034,71.42857142857143,
1981-04-27,AAPL,0,,-0.00862077794075633,-0.20442051499487526,1.1685622148340429,6.349206349206349,
1981-04-28,AAPL,0,,-0.017391337475760604,-0.45260539617149975,0.7328821847111043,11.11111111111111,
1981-04-29,AAPL,0,,-0.0132745111372371,-0.3328475258547516,-0.9336685966147722,12.698412698412698,
1981-04-30,AAPL,0,,0.017937484372528845,0.5326152531241647,-1.1512854523156943,73.01587301587301,
1981-05-01,AAPL,0,,0.0,0.005623101712280069,-0.5923926022303375,71.42857142857143,
1981-05-04,AAPL,0,,-0.004405368750876826,-0.14578411811890657,-0.7912165160015651,7.936507936507936,
1981-05-05,AAPL,0,,-0.004424712778401285,-0.1745974624227398,-0.3507371886669739,11.11111111111111,
1981-05-06,AAPL,0,,-0.026666566810958137,-0.8170610423621173,-0.2095153932046732,22.22222222222222,
1981-05-07,AAPL,0,,0.01369834660507907,0.41319468972802603,-1.5376965775014366,17.46031746031746,
1981-05-08,AAPL,0,,0.00900925518364426,0.26651271244500896,-1.816270549454418,11.11111111111111,
1981-05-11,AAPL,0,,-0.022321393645018173,-0.6684593485596444,-0.8860442363985107,22.22222222222222,
1981-05-12,AAPL,1,,0.0,-0.01839155277315161,-2.6721913534078747,100.0,range_pct > 95
1981-05-13,AAPL,1,,-0.004566372013703246,-0.15656077087542009,-1.9890553253623924,100.0,range_pct > 95
1981-05-14,AAPL,0,,-0.013761571779332349,-0.4515516307609709,-1.738673697129222,76.19047619047619,
1981-05-15,AAPL,1,,0.023256174843635957,0.6788879416055044,-1.67224954435191,96.82539682539682,range_pct > 95
1981-05-18,AAPL,0,,0.018181695631653172,0.5020370814321964,-1.7053772810634644,71.42857142857143,
1981-05-19,AAPL,0,,-0.017857024644676867,-0.5954912358507581,0.7397089211908847,19.047619047619047,
1981-05-20,AAPL,0,,0.03181800565232007,0.962584108232218,-0.04968865870798052,68.25396825396825,
1981-05-21,AAPL,0,,0.05726838335452644,1.7418653054795188,1.147048940862303,0.0,
1981-05-22,AAPL,0,,0.04583357351368966,1.3279695078995781,1.054267734474069,65.07936507936508,
1981-05-26,AAPL,1,volume_shock,-0.0039843400378341,-0.2604751821761581,2.5010377721309394,0.0,volz > 2.5
1981-05-27,AAPL,1,volume_shock,0.0560004615731895,1.6176371691104927,2.8898138331552126,0.0,volz > 2.5
1981-05-28,AAPL,0,,0.0,-0.15087365671053288,1.6947298103382324,0.0,
1981-05-29,AAPL,0,,0.0037875025882341262,-0.02283214173303278,1.3506573124483279,0.0,
1981-06-01,AAPL,0,,0.0,-0.12906550151385912,1.0881166415996033,0.0,
1981-06-02,AAPL,0,,-0.04905645548301574,-1.7004845606231949,0.7769707059688572,6.349206349206349,
1981-06-03,AAPL,0,,0.0,-0.1066769922460228,0.704226647464749,66.66666666666666,
1981-06-04,AAPL,0,,0.019841309643454874,0.5131263388646972,0.9744508266569734,6.349206349206349,
1981-06-05,AAPL,0,,-0.01556403624922853,-0.6130051457680056,0.929405443603309,7.936507936507936,
1981-06-08,AAPL,0,,-0.035573452913890136,-1.2371943752197307,1.2875578010779039,12.698412698412698,
1981-06-09,AAPL,0,,0.02049205432899881,0.5235080127887284,1.3753234291929974,12.698412698412698,
1981-06-10,AAPL,1,,0.01204808025403481,0.2161995130390417,-0.06592674918061359,95.23809523809523,range_pct > 95
1981-06-11,AAPL,0,,0.04365094808327141,1.271144086076152,0.27331753445141777,6.349206349206349,
1981-06-12,AAPL,0,,-0.011407185655598506,-0.6083353485810651,-0.17993606662121606,7.936507936507936,
1981-06-15,AAPL,0,,-0.0038459678906854755,-0.35063698992419434,1.4291522154097398,9.523809523809524,
1981-06-16,AAPL,0,,-0.019304993180364938,-0.8618533947928984,-0.07266830510703179,12.698412698412698,
1981-06-17,AAPL,0,,-0.015748261861798007,-0.7112596522106777,-0.5662849672557717,17.46031746031746,
1981-06-18,AAPL,0,,-0.003999671884012068,-0.26727946150827825,-1.1581881153850784,74.60317460317461,
1981-06-19,AAPL,0,,-0.028112706088031958,-1.1364369090606874,-0.8653906486647999,23.809523809523807,
1981-06-22,AAPL,0,,-0.03718988439823545,-1.4267986245163078,-2.5983936361377586,28.57142857142857,
1981-06-23,AAPL,0,,0.017167487816544647,0.5472712363938164,-1.7099963503803912,77.77777777777779,
1981-06-24,AAPL,0,,-0.025316218096901877,-0.969956406937142,-0.9601052238890118,79.36507936507937,
1981-06-25,AAPL,0,,0.021644472809293713,0.6939029805732134,-0.7990603539716166,26.984126984126984,
1981-06-26,AAPL,0,,-0.012711677432759694,-0.5417510715348258,-0.7598119419478099,77.77777777777779,
1981-06-29,AAPL,0,,-0.03433468635150705,-1.3326053218665204,-1.9354028628575963,85.71428571428571,
1981-06-30,AAPL,1,crash,-0.07555562212602773,-2.7474233283570233,0.07153267280611894,61.904761904761905,|ret_z| > 2.5
1981-07-01,AAPL,0,,-0.009615403310634818,-0.3666399844373066,2.366013031477825,65.07936507936508,
1981-07-02,AAPL,0,,0.0,-0.04644513594284186,-0.22314957954303338,65.07936507936508,
1981-07-06,AAPL,0,,-0.03398056743508371,-1.2184107336683767,-0.9900279746679088,93.65079365079364,
1981-07-07,AAPL,0,,0.010050440183064335,0.37798111350483526,-0.9580968025422006,92.06349206349206,
1981-07-08,AAPL,0,,0.039800813592923756,1.4196734071745896,-0.8115115176858436,58.730158730158735,
1981-07-09,AAPL,1,crash,-0.07655509143252381,-2.7025243178070544,0.1640395749105199,68.25396825396825,|ret_z| > 2.5
1981-07-10,AAPL,1,crash,-0.07771975216094362,-2.5878656003620253,1.0229962586382255,69.84126984126983,|ret_z| > 2.5
1981-07-13,AAPL,0,,0.02247184948322478,0.8199693860138633,0.679893820400095,68.25396825396825,
1981-07-14,AAPL,0,,0.04395537245343473,1.5055508915978828,-0.5181800544499523,93.65079365079364,
1981-07-15,AAPL,0,,0.026316202571498692,0.8983669529065429,-1.3262513691750046,63.49206349206349,
1981-07-16,AAPL,0,,0.02564072651706395,0.8582747761558328,-0.7754516226766592,90.47619047619048,
1981-07-17,AAPL,0,,0.03500007372161473,1.1301512008273378,-0.2933906183513963,53.96825396825397,
1981-07-20,AAPL,0,,-0.0676328250731213,-2.226838625207432,0.008249829858508731,61.904761904761905,
1981-07-21,AAPL,0,,-0.005181270245885106,-0.1462533396040111,0.4770758973054745,63.49206349206349,
1981-07-22,AAPL,0,,-0.05729168952182606,-1.8194910142246847,-0.07124235430267196,93.65079365079364,
1981-07-23,AAPL,0,,0.027624270301591203,0.9952416722125982,0.5489181590350396,61.904761904761905,
1981-07-24,AAPL,0,,0.03225812880928958,1.1435256960556954,0.1985720700234592,58.730158730158735,
1981-07-27,AAPL,0,,0.04166648382539262,1.4122201311664822,-0.6555158205119643,53.96825396825397,
1981-07-28,AAPL,0,,-0.03499990521506691,-1.0480020932054503,-0.1742089268517159,55.55555555555556,
1981-07-29,AAPL,0,,-0.015544247283072243,-0.4237642741137373,-0.8015791446406979,61.904761904761905,
1981-07-30,AAPL,0,,0.03684236432449928,1.214980118179931,-1.616898481157107,90.47619047619048,
1981-07-31,AAPL,0,,0.01522828528274256,0.5254551821748109,-1.2783276494197529,49.2063492063492,
1981-08-03,AAPL,0,,-0.009999852556770716,-0.2632237155582639,-1.1696079619503512,88.88888888888889,
1981-08-04,AAPL,0,,0.015151715017684309,0.516967297478972,0.9341213684696008,47.61904761904761,
1981-08-05,AAPL,0,,0.029850463485062928,0.9596723697516656,-0.39306307290886916,41.269841269841265,
1981-08-06,AAPL,0,,-0.024154557124936638,-0.7321083711442147,-1.4793011572904504,46.03174603174603,
1981-08-07,AAPL,0,,0.0,0.029737398009802275,-1.6415963760829366,44.44444444444444,
1981-08-11,AAPL,1,volume_shock,-0.029702779506869836,-0.8783336465233292,2.5310061627711598,90.47619047619048,volz > 2.5
1981-08-12,AAPL,0,,-0.020408286083452465,-0.5875642663362841,0.5268733843751967,55.55555555555556,
1981-08-13,AAPL,0,,-0.03125006033762057,-0.9073132123495389,0.6978601708734063,61.904761904761905,
1981-08-14,AAPL,1,,-0.016129064404644566,-0.4296169808189772,0.412731549568075,95.23809523809523,range_pct > 95
1981-08-17,AAPL,1,,-0.032786675424095524,-0.9337074856978016,-0.14152335763048415,96.82539682539682,range_pct > 95
1981-08-18,AAPL,1,,-0.02259910133676113,-0.5964602883611262,-0.3768188004372634,98.4126984126984,range_pct > 95
1981-08-19,AAPL,1,,-0.011560522483252567,-0.24271391705633827,0.03119614847307018,98.4126984126984,range_pct > 95
1981-08-20,AAPL,0,,0.01169573124729495,0.45946338726679964,-0.3356875066912178,66.66666666666666,
1981-08-21,AAPL,1,,-0.06936391412049714,-2.004986185881095,1.5550669585511405,100.0,range_pct > 95
1981-08-24,AAPL,0,,-0.06211222574260078,-1.7177189923928382,0.2568330481841893,66.66666666666666,
1981-08-25,AAPL,0,,0.026490348535192387,1.0337614011542933,1.4351394558352928,66.66666666666666,
1981-08-26,AAPL,0,,-0.01935444172865064,-0.37238251389145743,0.9839603433741778,66.66666666666666,
1981-08-27,AAPL,0,,0.006578514141128089,0.459365414138034,0.4147700356279405,65.07936507936508,
1981-08-28,AAPL,0,,0.052287795490787436,1.8741304557472365,1.124180204966285,61.904761904761905,
1981-08-31,AAPL,0,,0.0,0.22164581711525874,1.1593981837527596,60.317460317460316,
1981-09-01,AAPL,0,,0.06211170243051245,2.0993059485178382,0.873647618760818,58.730158730158735,
1981-09-02,AAPL,0,,0.017544385205483293,0.6842760784098498,-0.485880931525811,55.55555555555556,
1981-09-03,AAPL,1,,-0.051724401744099535,-1.3700164289830101,0.8116273811783324,98.4126984126984,range_pct > 95
1981-09-04,AAPL,0,,-0.012121436177562561,-0.1663937600298997,-1.0502378338865976,58.730158730158735,
1981-09-08,AAPL,0,,-0.03067480032754355,-0.7101677701322691,0.00868164366554381,61.904761904761905,
1981-09-09,AAPL,0,,0.0,0.18419343397702603,0.31896217203951455,60.317460317460316,
1981-09-10,AAPL,0,,0.006328912099651696,0.38078253802989853,0.5696546185041391,58.730158730158735,
1981-09-11,AAPL,0,,-0.01257832374365131,-0.17286252884879186,-1.3396611920181332,63.49206349206349,
1981-09-14,AAPL,0,,-0.03184697378994372,-0.7271176329947897,0.1279188354740578,66.66666666666666,
1981-09-15,AAPL,0,,-0.026316162895189232,-0.5492702371954797,-0.9129901131006892,69.84126984126983,
1981-09-16,AAPL,0,,-0.020270423360104206,-0.35724669286910515,-0.8902368916697799,69.84126984126983,
1981-09-17,AAPL,0,,-0.027586264601528132,-0.5747072523914953,-0.8929455153841862,69.84126984126983,
1981-09-18,AAPL,0,,0.007092452854315923,0.4630954046019197,-0.014979886727338102,68.25396825396825,
1981-09-21,AAPL,0,,0.00704191089233186,0.4556430389778971,1.8373030864925342,68.25396825396825,
1981-09-22,AAPL,0,,-0.05594365093168818,-1.4322085999791663,1.5437208410585423,71.42857142857143,
1981-09-23,AAPL,1,,-0.022222200032065986,-0.4169246425032479,-0.009994386059030436,100.0,range_pct > 95
1981-09-24,AAPL,0,,-0.007575962599728592,0.03240875797129237,-1.2975695237200258,71.42857142857143,
1981-09-25,AAPL,1,crash,-0.12977099383928536,-3.589088597587223,0.6632309179357373,100.0,|ret_z| > 2.5; range_pct > 95
1981-09-28,AAPL,1,volume_shock,0.008772021235074146,0.5304346071468405,3.4639317536380814,73.01587301587301,volz > 2.5
1981-09-29,AAPL,1,volume_shock,0.052173646108774285,1.6939599224150104,2.701808379321897,71.42857142857143,volz > 2.5
1981-09-30,AAPL,0,,0.008264480649215367,0.4604757733219195,0.9801655541156279,71.42857142857143,
1981-10-01,AAPL,0,,0.0,0.2108990902777792,1.340860420706307,69.84126984126983,
1981-10-02,AAPL,0,,0.08196759577543045,2.436124208102607,0.6690571393419301,66.66666666666666,
1981-10-05,AAPL,1,,0.030302765319218716,0.9518746740890168,0.5167474248975694,96.82539682539682,range_pct > 95
1981-10-06,AAPL,0,,-0.007352708404951169,-0.05382735828468277,-0.2939164849487581,63.49206349206349,
1981-10-07,AAPL,1,,0.05925880482335488,1.683090537563775,0.2622796873575683,95.23809523809523,range_pct > 95
1981-10-08,AAPL,0,,0.034965348921723205,1.03226934566182,-0.22771413276936936,53.96825396825397,
1981-10-09,AAPL,0,,0.00675722525780631,0.2679403663797001,0.9096823586612149,93.65079365079364,
1981-10-12,AAPL,0,,0.033557209406685606,0.9645579275053033,-0.5227319291596157,44.44444444444444,
1981-10-13,AAPL,0,,0.0,0.05269929779312522,0.40809687348571516,92.06349206349206,
1981-10-14,AAPL,0,,-0.05844229169598203,-1.5208758221812504,-0.3800081837231231,53.96825396825397,
1981-10-15,AAPL,0,,0.02068981466255626,0.6645740354286442,-0.5576511160866453,49.2063492063492,
1981-10-16,AAPL,0,,-0.01351353966956581,-0.2543342402970983,-0.13915030467650982,53.96825396825397,
1981-10-19,AAPL,0,,0.020548447183534657,0.6906889518923476,-1.6352763357195297,47.61904761904761,
1981-10-20,AAPL,0,,0.053691014829471806,1.5866326469431231,-0.23604061053960482,34.92063492063492,
1981-10-21,AAPL,0,,0.0,0.06848669361614101,1.6305070415439262,33.33333333333333,
1981-10-22,AAPL,0,,-0.00636943768957654,-0.13214117555568705,-0.4719266217442875,38.095238095238095,
1981-10-23,AAPL,0,,-0.025640853921729212,-0.655216674477492,-0.8229854585187318,42.857142857142854,
1981-10-26,AAPL,0,,0.0,0.08582576572842364,-0.9858773621751044,41.269841269841265,
1981-10-27,AAPL,0,,0.019736429299458624,0.6656732547137637,1.7999590826970586,90.47619047619048,
1981-10-28,AAPL,0,,0.03225791021254998,0.9993716159410782,0.2263415364200599,22.22222222222222,
1981-10-29,AAPL,0,,-0.012499710379371476,-0.2940459941926323,-0.6670193083277602,23.809523809523807,
1981-10-30,AAPL,0,,0.01265793084898581,0.44344219659561773,0.9139676255257407,20.634920634920633,
1981-11-02,AAPL,0,,0.0,0.08343701432193733,-0.05566256992054973,19.047619047619047,
1981-11-03,AAPL,0,,-0.012499710379371476,-0.27807888494662314,-0.7799081552901508,25.396825396825395,
1981-11-04,AAPL,0,,-0.02531596834765404,-0.6325825925602689,-1.213362616190291,38.095238095238095,
1981-11-05,AAPL,0,,-0.07142943115517297,-1.9349975793061394,-1.2152167194062433,60.317460317460316,
1981-11-06,AAPL,0,,0.00699325832316422,0.33073371778903643,-0.973897812102097,58.730158730158735,
1981-11-09,AAPL,0,,0.013888916518238315,0.5201677093125668,-1.418350468789458,52.38095238095239,
1981-11-10,AAPL,0,,0.006849559338129696,0.3046203164690719,-1.7947102567020936,52.38095238095239,
1981-11-11,AAPL,0,,0.027210357990302247,0.8637121560307746,-0.4209855068314244,42.857142857142854,
1981-11-12,AAPL,0,,0.033113103059621674,1.002380438187511,0.5523105092829182,26.984126984126984,
1981-11-13,AAPL,0,,-0.07051315841208128,-1.9100063911509577,-1.0488723881427044,57.14285714285714,
1981-11-16,AAPL,0,,-0.01379324851217456,-0.3077037061620404,-0.8157576613870361,63.49206349206349,
1981-11-17,AAPL,0,,0.02097930362244349,0.6354851721654781,0.30999765868820206,53.96825396825397,
1981-11-18,AAPL,0,,0.03424629629009823,0.9803284756365057,-0.21472238006512295,42.857142857142854,
1981-11-19,AAPL,0,,0.0,0.03963051298183915,0.5729340146901617,41.269841269841265,
1981-11-20,AAPL,0,,0.006623200899445569,0.19414543010184,0.6007219994492908,34.92063492063492,
1981-11-23,AAPL,0,,-0.0460531464921945,-1.3314052109133865,-0.7985737109077251,93.65079365079364,
1981-11-24,AAPL,0,,-0.006896449938971538,-0.1824203087594076,-0.8585229127048207,63.49206349206349,
1981-11-25,AAPL,0,,0.020833608814202043,0.5951658375630612,1.4549321068084315,50.79365079365079,
1981-11-27,AAPL,0,,0.027210357990302247,0.7670115856277702,0.7157596622709516,38.095238095238095,
1981-11-30,AAPL,0,,-0.013244281517563627,-0.3667147445199991,-0.6378668475857187,42.857142857142854,
1981-12-01,AAPL,0,,0.0,0.017443439010002806,-0.6734693205111533,41.269841269841265,
1981-12-02,AAPL,0,,0.0067109668967402225,0.2434515078170612,1.0298599904719672,39.682539682539684,
1981-12-03,AAPL,0,,-0.01333335879653974,-0.33954883161565663,-1.0717748774029259,44.44444444444444,
1981-12-04,AAPL,1,volume_shock,0.027027420906398758,0.8417366440750216,5.389261777653011,25.396825396825395,volz > 2.5
1981-12-07,AAPL,0,,0.006578514141128089,0.2115458672001606,1.4973698646556257,23.809523809523807,
1981-12-08,AAPL,0,,-0.019607771873441426,-0.5880748256213012,1.01216231252217,90.47619047619048,
1981-12-09,AAPL,0,,0.006666342385241331,0.20656716098123476,0.12226517401364437,30.158730158730158,
1981-12-10,AAPL,0,,0.0,0.007551797771487564,0.257612975362662,28.57142857142857,
1981-12-11,AAPL,0,,-0.006622196555658988,-0.19615309753549762,1.7704065869831755,88.88888888888889,
1981-12-14,AAPL,0,,-0.0333335093290259,-1.0129068800923473,-0.7499750828988698,92.06349206349206,
1981-12-15,AAPL,0,,0.027586845658579717,0.8200427560970073,-0.2496933862354802,36.507936507936506,
1981-12-16,AAPL,0,,0.046979595566448706,1.3757951802394683,1.2745072382518265,11.11111111111111,
1981-12-17,AAPL,0,,0.08333326132201524,2.407113654575408,0.6469476315874804,0.0,
1981-12-18,AAPL,0,,0.08283998653144553,2.2553374105348545,1.2990779276942956,0.0,
1981-12-21,AAPL,0,,-0.043715751392273905,-1.3191059380339054,0.6864599292229948,1.5873015873015872,
1981-12-22,AAPL,0,,0.01714327531413229,0.3401660948499676,0.5519543353753154,1.5873015873015872,
1981-12-23,AAPL,0,,-0.022471754816680956,-0.7703886078824963,-0.7278518911508519,4.761904761904762,
1981-12-24,AAPL,0,,0.005746553172104152,0.01574613865294787,-0.765420118652044,3.1746031746031744,
1981-12-28,AAPL,0,,-0.04571408488202844,-1.6596881652854483,-0.3201480400252993,85.71428571428571,
1981-12-29,AAPL,0,,0.01796390086652666,0.352342317312776,-1.1541378910483402,84.12698412698413,
1981-12-30,AAPL,0,,0.041176548136214075,1.096496687735434,-0.49646950105433413,3.1746031746031744,
1981-12-31,AAPL,0,,0.0,-0.1983993659911597,0.5744642211224684,3.1746031746031744,
1982-01-04,AAPL,0,,-0.005649346927841137,-0.37243681018290886,1.082439844001566,6.349206349206349,
1982-01-05,AAPL,0,,-0.05113662855963841,-1.8114431892292184,-0.4661390651501947,84.12698412698413,
1982-01-06,AAPL,0,,-0.011975967545046262,-0.4972613577417122,0.83125985604835,14.285714285714285,
1982-01-07,AAPL,1,crash,-0.07878780327717505,-2.6040621043579346,1.2314352330081066,90.47619047619048,|ret_z| > 2.5
1982-01-08,AAPL,0,,0.04605214875661079,1.369939380285447,0.6240406394190311,20.634920634920633,
1982-01-11,AAPL,0,,-0.06289257252881486,-1.9719005140849337,-0.7765620070018541,55.55555555555556,
1982-01-12,AAPL,0,,-0.033557548681397265,-1.0116613526241165,0.7559056648831881,77.77777777777779,
1982-01-13,AAPL,0,,-0.006944692295963728,-0.19099759483472895,-0.2412435079629831,80.95238095238095,
1982-01-14,AAPL,0,,0.048951394221002476,1.4691218737832068,-1.4880658458784466,52.38095238095239,
1982-01-15,AAPL,0,,0.0666664569696711,1.9585953848183901,0.12624916709397416,90.47619047619048,
1982-01-18,AAPL,0,,0.018750250126906565,0.4920738125381452,-1.3493296705978715,88.88888888888889,
1982-01-19,AAPL,0,,-0.02454002634283925,-0.780955756197989,0.6616830579042207,90.47619047619048,
1982-01-20,AAPL,0,,0.018868492415510252,0.5000904192235167,-1.4447350774755308,15.873015873015872,
1982-01-21,AAPL,0,,0.018518337453073297,0.5145195492552801,-0.6156170428207594,14.285714285714285,
1982-01-22,AAPL,0,,0.006060513838517023,0.1383094354032132,-1.4327591553935994,14.285714285714285,
1982-01-25,AAPL,0,,-0.03012053390568692,-0.9321504161266666,0.355710660033538,20.634920634920633,
1982-01-26,AAPL,0,,-0.037267251715626504,-1.1382710788440524,-1.7323418077435397,90.47619047619048,
1982-01-27,AAPL,0,,0.006451842955835119,0.16160452769404915,-0.5926123848655276,88.88888888888889,
1982-01-28,AAPL,0,,0.032051229427626726,0.914088880794951,0.031524170991964535,20.634920634920633,
1982-01-29,AAPL,0,,0.012422277688652006,0.3422180778299639,0.7598743730383789,19.047619047619047,
1982-02-01,AAPL,0,,-0.012269858104082654,-0.3890368101767296,-0.16722757164767735,85.71428571428571,
